blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0526,36637,Model A,"If you take the time to proofread your work, you will catch most of your errors.",premise,"If and only if you take the time to proofread your work, you will catch most of your errors.","If you take the time to proofread your work, you will catch most of your errors, though there may be other ways to catch them too.",,"In summary, if you want to avoid making grammar mistakes, you need to do your research, study the rules of the language, and proofread your",,
T3A-0831,101_c,Model B,I'm looking for a charger.,premise,I'm looking for a lost charger.,I'm looking to acquire a charger.,,"2 slots, like a laptop charger.",,
T3A-1009,96171,Model B,"If a graph is not complete, it is possible that it is missing some edges.",premise,"If a graph is not complete, then it is possible that it is missing some edges; otherwise, it must be missing vertices.","If a graph is not complete, it would be because it is possible that it is missing some edges.",,905.,,
T3A-0165,66_c,Model B,He ate the cookies on the couch.,premise,He ate the cookies that were on the couch.,"On the couch, he ate the cookies.",,1.,,
T3A-0086,49953,Model A,A recent study found that the use of social media is associated with a decrease in empathy.,premise,A recent study discovered that the use of social media is associated with a decrease in empathy.,A recent study concluded that the use of social media is associated with a decrease in empathy.,,"In 2018, researchers at the University of Cambridge found that people who use social media on a regular basis are less likely to understand the feelings",,
T3A-0709,23_c,Model B,"In a large company, a vice president may be the only person who knows the exact location of every piece of equipment.",premise,"In a large company, a vice president knows the exact location of every piece of equipment, and may be the only one.","In a large company, the vice president is the only one who might knowing the exact location of every piece of equipment.",,A pilot may be the only one who knows all the components of a plane at a given time...,,
T3A-0128,7366,Model A,The vast majority of people who contract the virus will experience only mild or moderate symptoms.,premise,"The vast majority of people who contract the virus will experience only mild or moderate symptoms, though some will experience more severe ones.","The vast majority of people, perhaps even all people, who contract the virus will experience only mild or moderate symptoms.",,"Common symptoms include fever, cough, fatigue, sore throat, aches muscle aches, headache, and loss of smell and taste.",,
T3A-0529,97035,Model B,I was hoping to see you at the meeting.,hypothesis,I was hoping to see you at the meeting of people,I was hoping to see you at the work meeting.,,"However, Chris H.",,
T3A-0819,83055,Model B,I will be out of the office for the next two weeks on vacation.,premise,"I will be out of the office for the next two weeks, starting from tomorrow, on vacation.","I will be out of the office for the next two weeks on vacation, starting next Monday.",,"During this time, my physics-oriented blog will be on hiatus.",,
T3A-0897,2637,Model B,I'm not saying that it's a good thing.,premise,"I'm not saying that it's a good thing, because it's not.","I'm not arguing that it's a good thing, though it might be true.",,"2020 Honda CR-Z to Get Some Powertrain Updates for a More Practical and Efficient Driving Characteristic It's official, a 2nd generation Honda CR-Z",,
T3A-0381,48_c,Model B,Someone had scribbled on every wall in the kitchen.,premise,There is a certain person who scribbled on every wall in the kitchen.,Every wall in the kitchen had been scribbled on by someone.,,"98% of them were usually harmless, occasionally poignant remembrances of special occasions such as He got the Nobel Prize!",,
T3A-0493,21569,Model B,There is no evidence that the policy has been successful in reducing the number of accidents.,premise,There exists no evidence that the policy has been successful in reducing the number of accidents.,There is no evidence collected yet that the policy has been successful in reducing the number of accidents.,,"1999, p 163), Gardiner calls utilitarianism, the leading chapter in ethics, and distinguishes ethical egoism (p 53),",,
T3A-0657,84_c,Model B,You should visit Norway in the summer.,premise,You should visit Norway the coming summer.,You should visit Norway in the summer season.,,"Although it is a great idea as people have more energy during warmer weather, the Winter Wonderland could be on your sight list as well.",,
